element_type	osmid	building	newarea	peopleInDaHouse	allPeople	total	average	population
way	157354553	yes	8707.72365833746	310.0	92464.0	2566301.761788	0.0355835004907516	91318
way	157357184	yes	1884.2015170032607	68.0	92464.0	2566301.761788	0.0355835004907516	91318
way	157357187	yes	459.57336444816383	17.0	92464.0	2566301.761788	0.0355835004907516	91318
way	157362862	hospital	784.018460337323	28.0	92464.0	2566301.761788	0.0355835004907516	91318
way	157363780	yes	240.74450430489372	9.0	92464.0	2566301.761788	0.0355835004907516	91318
way	157363783	yes	1338.169467634969	48.0	92464.0	2566301.761788	0.0355835004907516	91318
way	157417847	yes	2214.9610490510913	79.0	92464.0	2566301.761788	0.0355835004907516	91318
way	157420858	house	254.30751819124578	10.0	92464.0	2566301.761788	0.0355835004907516	91318
way	157422312	yes	473.9957219290123	17.0	92464.0	2566301.761788	0.0355835004907516	91318
way	157480609	yes	1421.4280113169139	51.0	92464.0	2566301.761788	0.0355835004907516	91318
way	228958673	yes	112.96720520516783	5.0	92464.0	2566301.761788	0.0355835004907516	91318
way	228958674	hospital	1949.1136362969712	70.0	92464.0	2566301.761788	0.0355835004907516	91318
way	228958690	hospital	829.5576715913841	30.0	92464.0	2566301.761788	0.0355835004907516	91318
way	228959912	yes	2595.598052077544	93.0	92464.0	2566301.761788	0.0355835004907516	91318
way	228959916	yes	142.57853611386616	6.0	92464.0	2566301.761788	0.0355835004907516	91318
way	228959924	yes	2256.555421826883	81.0	92464.0	2566301.761788	0.0355835004907516	91318
way	235417507	yes	147.85494631288412	6.0	92464.0	2566301.761788	0.0355835004907516	91318
way	235417510	yes	157.29809799284558	6.0	92464.0	2566301.761788	0.0355835004907516	91318
way	235418186	yes	230.17835645694953	9.0	92464.0	2566301.761788	0.0355835004907516	91318
way	235418187	yes	176.61757422375064	7.0	92464.0	2566301.761788	0.0355835004907516	91318
way	235418188	commercial	771.7311035879582	28.0	92464.0	2566301.761788	0.0355835004907516	91318
way	235566691	yes	499.2690172702397	18.0	92464.0	2566301.761788	0.0355835004907516	91318
way	235566692	yes	260.2717214620717	10.0	92464.0	2566301.761788	0.0355835004907516	91318
way	236022000	yes	284.6327483409053	11.0	92464.0	2566301.761788	0.0355835004907516	91318
way	236022002	yes	798.6246451565338	29.0	92464.0	2566301.761788	0.0355835004907516	91318
way	236022003	yes	3089.4699496061753	110.0	92464.0	2566301.761788	0.0355835004907516	91318
way	236022014	yes	2287.3932905112188	82.0	92464.0	2566301.761788	0.0355835004907516	91318
way	236025569	yes	119.28878957391763	5.0	92464.0	2566301.761788	0.0355835004907516	91318
way	236025570	yes	341.9047826490873	13.0	92464.0	2566301.761788	0.0355835004907516	91318
way	255165031	yes	554.2876341485473	20.0	92464.0	2566301.761788	0.0355835004907516	91318
